category,qid,ja_pageid,en_wiki,lat,lon,ja,en,zh,ko,fr,de,es,pt,it,nl,pl,ru,uk,hu,sv,tr,el,id,vi,th,bn,hi,ar,fa,ur,he
plain,Q184382,764767,Pampas,-35,-62,パンパ,pampa,潘帕,팜파스,Pampa,Pampa,pampa,Pampas,Pampa,Pampa's,Pampa,Пампа,Пампа,pampa,Pampas,Pampa,πάμπα,Pampa,Pampa,ปัมปัส,পাম্পাস,पम्पास,بمبة,پامپا,پمپاز,פמפס
plain,Q141501,79453,Llanos,6.823111111111111,-67.64927777777778,リャノ,Llanos,洛斯亞諾斯,야노스,Llanos,Llanos,Llanos,Llanos,Los llanos,Los Llanos,Llanos,Льянос,Льянос,,Llanos,Llanos,,Llanos,Llanos,,লিয়ানোস,लानोज,سهول اللانوس,دشت یانوس,,לוס יאנוס
plain,Q381050,1336960,Nullarbor Plain,-30.76777778,128.97,ナラボー平原,Nullabor Plain,纳拉伯平原,,Plaine de Nullarbor,Nullarbor-Wüste,Llanura de Nullarbor,Planície de Nullarbor,Nullarbor Plain,Nullarborvlakte,Nullarbor,Налларбор,Налларбор,Nullarbor-síkság,Nullarbor,Nullarbor Düzlüğü,,Dataran Nullarbor,Đồng bằng Nullarbor,,নালার্বর সমভূমি,,صحراء نولاربور,نولاربور پلین,,מישור נלארבור
plain,Q31059,2882867,Chiayi–Tainan Plain,22.983333333333334,120.18333333333334,嘉南平原,Chianan Plain,嘉南平原,,plaine de Chianan,Chiananebene,Chianan,,,,,,,,,,,Dataran Chiayi–Tainan,Đồng bằng Gia Nam,,,,,,,
plain,Q1124865,25067,Kantō Plain,36,140,関東平野,Kantō Plain,關東平原,간토평야,plaine de Kantō,Kantō-Ebene,Llanura de Kantō,Planície de Kanto,pianura di Kantō,Kantō Plain,Kantō,Канто,Кантоська рівнина,Kantó-síkság,,Kantō Ovası,,Dataran Kantō,Đồng bằng Kantō,ที่ราบคันโต,,,,دشت کانتو,,מישור קנטו
ridge,Q207313,708165,Mid-Atlantic Ridge,38.46666944444444,-28.416666666666668,大西洋中央海嶺,Mid-Atlantic Ridge,大西洋洋中脊,대서양 중앙 해령,dorsale médio-atlantique,Mittelatlantischer Rücken,Dorsal mesoatlántica,Dorsal Mesoatlântica,Dorsale medio atlantica,Mid-Atlantische Rug,Grzbiet Śródatlantycki,Срединно-Атлантический хребет,Серединно-Атлантичний хребет,Közép-Atlanti-hátság,Mittatlantiska ryggen,Orta Atlantik Sırtı,Μεσο-Ατλαντική υφαλορράχη,Punggung tengah Atlantik,Sống núi giữa Đại Tây Dương,,মধ্য-আটলান্টিক শৈলশিরা,मध्य-अटलांटिक कटक,حيد منتصف الأطلسي,پشته میانی اقیانوس اطلس,,הרכס המרכז-אטלנטי
ridge,Q604529,786537,East Pacific Rise,-20,-114.5,東太平洋海嶺,East Pacific Rise,東太平洋海隆,동태평양 해팽,Dorsale est-Pacifique,Ostpazifischer Rücken,Dorsal del Pacífico Oriental,Dorsal do Pacífico Leste,Dorsale del Pacifico orientale,Oost-Pacifische Rug,Grzbiet Wschodniopacyficzny,Восточно-Тихоокеанское поднятие,Східно-Тихоокеанська височина,,,,,,Đới nâng đông Thái Bình Dương,,,,ارتفاع شرق المحيط الهادئ,خیز شرقی اقیانوس آرام,,הרכס המזרח-פסיפי
ridge,Q190604,786529,Central Indian Ridge,-34.6555,54.4828,中央インド洋海嶺,Central Indian Ridge,印度洋中洋脊,인도양중앙해령,dorsale centrale indienne,Zentralindischer Rücken,Dorsal Central del Índico,,Dorsale medio-indiana,,Grzbiet Środkowoindyjski,Центральноиндийский хребет,Центральноіндійський хребет,,,,,Punggung Hindia Tengah,,,কেন্দ্রীয় ভারত শৈলশিরা,,الحافة الهندية الوسطى,پشته میانی اقیانوس هند,,
ridge,Q153840,1778905,Southwest Indian Ridge,-25.5,70,南西インド洋海嶺,Southwest Indian Ridge,西南印度洋脊,남서인도양 해령,Dorsale sud-ouest indienne,Südwestindischer Rücken,Dorsal Suroeste del Índico,,Dorsale indiana sudoccidentale,,Grzbiet Zachodnioindyjski,Западно-Индийский хребет,Західно-Індійський хребет,,,,,,,,,,الأعراف الهندية الجنوبية الغربية,,,רכס האוקיינוס ההודי
ridge,Q558898,1778924,Southeast Indian Ridge,-25.5,70,南東インド洋海嶺,Southeast Indian Ridge,印度洋東南海嶺,,Dorsale sud-est indienne,Südostindischer Rücken,,,Dorsale indiana sudorientale,,Grzbiet Australijsko-Antarktyczny,Австрало-Антарктическое поднятие,Австрало-Антарктичне підняття,,,,,,,,,,الأعراف الهندية الجنوبية الشرقية,,,הרכס ההודי הדרום-מזרחי
ridge,Q558800,1444422,Pacific–Antarctic Ridge,-61.999555,-157.000165,太平洋南極海嶺,Pacific-Antarctic Ridge,太平洋-南极洋脊,태평양-남극 해령,Dorsale Pacifique-Antarctique,Pazifisch-Antarktischer Rücken,Dorsal Pacífico-Antártica,,Dorsale Pacifico-Antartica,,Grzbiet Pacyficzno-Antarktyczny,Южно-Тихоокеанское поднятие,Тихоокеансько-Антарктичний хребет,,Pacific-Antarctic Ridge,,,Punggung Pasifik–Antarktika,Sống núi Thái Bình Dương - Nam Cực,,,,سلسلة تلال المحيط الهادئ والقطب الجنوبي,پشته اقیانوس آرام-جنوبگان,,הרכס הפסיפי-אנטארקטי
ridge,Q603531,1779141,Chile Ridge,-43,-94,チリ海嶺,Chile Rise,智利海隆,칠레 해령,Dorsale du Chili,Chile-Rücken,Dorsal de Chile,Dorsal do Chile,Dorsale del Cile,Chilirug,Grzbiet Chilijski,Западно-Чилийское поднятие,Чилійська височина,,,Şili Sırtı,,,,,,,مرتفعات تشيلي,,,רכס צ'ילה
ridge,Q468239,3971492,South American–Antarctic Ridge,-54.8333,-0.666667,南アメリカ南極海嶺,American–Antarctic Ridge,亚美利加-南极中洋脊,,,Amerikanisch-Antarktischer Rücken,Dorsal Antártico-Americana,,Dorsale antartico-sudamericana,,Grzbiet Amerykańsko-Antarktyczny,Американо-Антарктический хребет,Американсько-Антарктичний хребет,,,,,,,,,,حيد أمريكا الجنوبية والقطب الجنوبي,,,
trench,Q510,309202,Mariana Trench,11.35,142.2,マリアナ海溝,Mariana Trench,马里亚纳海沟,마리아나 해구,fosse des Mariannes,Marianengraben,fosa de las Marianas,Fossa das Marianas,Fossa delle Marianne,Marianentrog,Rów Mariański,Марианский жёлоб,Маріанський жолоб,Mariana-árok,Marianergraven,Mariana Çukuru,Τάφρος των Μαριανών,Palung Mariana,rãnh Mariana,ร่องลึกก้นสมุทรมาเรียนา,মারিয়ানা খাত,मेरियाना गर्त,خندق ماريانا,درازگودال ماریانا,ماریانا ٹرینچ,שקע מריאנה
trench,Q119294,1645781,Tonga Trench,-22.944722222222,-174.73305555556,トンガ海溝,Tonga Trench,汤加海沟,,fosse des Tonga,Tongagraben,Fosa de Tonga,,Fossa di Tonga,Tongatrog,Rów Tonga,Тонга,Тонга,Tonga-árok,Tongagraven,Tonga Çukuru,,Palung Tonga,,ร่องลึกตองงา,টোঙ্গা খাত,टोंगा गर्त,خندق تونغا,,,שקע טונגה
trench,Q656364,100420,Philippine Trench,10.043928,126.68245,フィリピン海溝,Philippine Trench,菲律賓海溝,필리핀 해구,fosse des Philippines,Philippinengraben,Fosa de Filipinas,Fossa das Filipinas,Fossa delle Filippine,Filipijnentrog,Rów Filipiński,Филиппинский жёлоб,Філіппінський жолоб,,Filippinergraven,,,Palung Filipina,,ร่องลึกฟิลิปปินส์,ফিলিপাইন পরিখা,फिलीपींस गर्त,خندق الفلبين,,,שקע הפיליפינים
trench,Q119196,1648572,Kermadec Trench,-31,-177,ケルマデック海溝,Kermadec Trench,克馬德克海溝,,fosse des Kermadec,Kermadecgraben,Fosa de Kermadec,Fossa de Kermadec,Fossa delle Kermadec,,Rów Kermadec,Кермадек,Кермадек,,Kermadecgraven,Kermadec Çukuru,,Palung Kermadec,,,,,خندق كرماديك,,,שקע קרמדק
trench,Q118544,347622,Izu–Ogasawara Trench,29.65,142.68333333,伊豆・小笠原海溝,Izu-Ogasawara Trench,伊豆小笠原海溝,이즈-오가사와라 해구,Fosse d'Izu-Ogasawara,Boningraben,,,Fossa delle Izu-Ogasawara,,Rów Izu-Ogasawara,Идзу-Бонинский жёлоб,Ідзу-Оґасаварський жолоб,,,Izu-Ogasawara Çukuru,,,,,,,,درازگودال ایزو-اوگاساوارا,,שקע איזו-אוגסווארה
trench,Q118525,350872,Kuril–Kamchatka Trench,47.5,155.35,千島海溝,Kuril–Kamchatka Trench,千岛海沟,쿠릴-캄차카 해구,fosse des Kouriles,Kurilengraben,Fosa de las Kuriles,Fossa das Curilas-Camecháteca,Fossa delle Curili,Koerilentrog,Rów Kurylsko-Kamczacki,Курило-Камчатский жёлоб,Курило-Камчатський жолоб,,Kurilergraven,Kuril-Kamçatka Çukuru,Τάφρος Κουριλών-Καμτσάτκας,Palung Kuril-Kamchatka,Rãnh Kuril-Kamchatka,ร่องลึกก้นสมุทรคูริล–คัมชัตคา,,,خندق كوريل,درازگودال کوریل-کامچاتکا,,שקע קוריל-קמצ'טקה
trench,Q1423293,1778829,Yap Trench,10,138,ヤップ海溝,Yap Trench,雅浦海沟,,,Yapgraben,,,Fossa di Yap,,Rów Yap,,,,,,Τάφρος Γιαπ,,Rãnh Yap,,,,,,,
trench,Q666090,1352501,Puerto Rico Trench,19.835833333333,-66.754444444444,プエルトリコ海溝,Puerto Rico Trench,波多黎各海沟,푸에르토리코 해구,fosse de Porto Rico,Puerto-Rico-Graben,Fosa de Puerto Rico,Fossa de Porto Rico,Fossa di Porto Rico,Trog van Puerto Rico,Rów Portorykański,Пуэрто-Рико,Жолоб Пуерто-Ріко,,,Porto Riko Çukuru,,Palung Puerto Riko,,ร่องลึกปวยร์โตรีโก,পুয়ের্তো রিকো খাত,पुएर्टोरीको गर्त,خندق بورتو ريكو,درازگودال پورتوریکو,,שקע פוארטו ריקו
trench,Q118518,2671911,South Sandwich Trench,-55.66666667,-25.91666667,サウスサンドウィッチ海溝,South Sandwich Trench,南桑德韋奇海溝,사우스샌드위치 해구,fosse des Sandwich du Sud,Süd-Sandwich-Graben,Fosa de las Sandwich del Sur,Fossa Sandwich do Sul,Fossa delle Sandwich Australi,Zuid-Sandwichtrog,Rów Sandwichu Południowego,Южно-Сандвичев жёлоб,Південно-Сандвичів жолоб,,,,,Palung Sandwich Selatan,,,,,خندق ساندويتش الجنوبي,,,שקע דרום סנדוויץ
trench,Q118873,1181404,Peru–Chile Trench,-23,-71,ペルー・チリ海溝,Peru–Chile Trench,秘鲁-智利海沟,페루-칠레 해구,fosse du Pérou-Chili,Atacamagraben,Fosa de Perú-Chile,,Fossa di Atacama,Peru-Chilitrog,Rów Atakamski,Перуанско-Чилийский жёлоб,Атакамська западина,Atacama-árok,Atacamagraven,Peru-Şili Çukuru,,,,ร่องลึกเปรู-ชิลี,,आटाकामा गर्त,خندق بيرو-تشيلي,,,שקע פרו-צ'ילה
trench,Q118537,90359,Japan Trench,40.116666666667,144.31666666667,日本海溝,Japan Trench,日本海沟,일본 해구,fosse du Japon,Japangraben,Fosa de Japón,Fossa do Japão,Fossa del Giappone,Japantrog,Rów Japoński,Японский жёлоб,Японський жолоб,Japán-árok,Japanska graven,Japonya Çukuru,,Palung Jepang,Rãnh Nhật Bản,ร่องลึกบาดาลญี่ปุ่น,,,خندق اليابان,درازگودال ژاپن,,שקע יפן
trench,Q119177,1181604,Aleutian Trench,52,172,アリューシャン海溝,Aleutian Trench,阿留申海沟,알류샨 해구,fosse des Aléoutiennes,Aleutengraben,Fosa de las Aleutianas,Fossa das Aleutas,Fossa delle Aleutine,Aleoetentrog,Rów Aleucki,Алеутский жёлоб,Алеутська западина,,Aleutergraven,Aleut Çukuru,Αλεούτιο ρήγμα,Palung Aleut,,ร่องลึกก้นสมุทรอะลูเชียน,,,الخندق الأليوطي,درازگودال الیوشن,,השקע האלאוטי
trench,Q702908,667535,Ryukyu Trench,24.75,128,琉球海溝,Ryukyu Trench,琉球海溝,류큐 해구,fosse de Ryukyu,Ryūkyū-Graben,,,Fossa delle Ryūkyū,,Rów Riukiu,жёлоб Рюкю,Рюкю (жолоб),,,,Τάφρος των Ριούκιου,Palung Ryukyu,Rãnh Ryukyu,,,,,,,שקע ריוקיו
trench,Q118394,1649222,Sunda Trench,-10.31666667,109.96666667,ジャワ海溝,Sunda Trench,爪哇海沟,자바 해구,Fosse de la Sonde,Sundagraben,Fosa de Java,Fossa de Java,Fossa di Giava,Sundatrog,Rów Sundajski,Яванская впадина,Яванський жолоб,,Javagraven,Sunda Çukuru,,Palung Sunda,Rãnh Sunda,,সুন্ডা খাত,सुण्डा गर्त,خندق سوندا,گودال سوندا,,תעלת סונדה
trench,Q164040,2525786,Middle America Trench,14.682384722222222,-94.83674444444445,中央アメリカ海溝,Middle America Trench,中美洲海溝,,Fosse mésoaméricaine,Mittelamerikagraben,Fosa Mesoamericana,Fossa Mesoamericana,Fossa centroamericana,,Rów Środkowoamerykański,Центральноамериканский жёлоб,Центрально-Американський жолоб,,,,,,,,,,خندق أمريكا الوسطى,درازگودال آمریکای میانی,,שקע אמריקה התיכונה
island,Q223,1698863,Greenland,72,-40,グリーンランド,Greenland,格陵兰,그린란드,Groenland,Grönland,Groenlandia,Gronelândia,Groenlandia,Groenland,Grenlandia,Гренландия,Гренландія,Grönland,Grönland,Grönland,Γροιλανδία,Greenland,Greenland,กรีนแลนด์,গ্রিনল্যান্ড,ग्रीनलैण्ड,غرينلاند,گرینلند,گرین لینڈ,גרינלנד
island,Q40285,44038,New Guinea,-5,140,ニューギニア島,New Guinea,新幾內亞島,뉴기니섬,Nouvelle-Guinée,Neuguinea,Nueva Guinea,Nova Guiné,Nuova Guinea,Nieuw-Guinea,Nowa Gwinea,Новая Гвинея,Нова Гвінея,Új-Guinea,Nya Guinea,Yeni Gine,Νέα Γουινέα,Pulau Papua,New Guinea,เกาะนิวกินี,নিউ গিনি,नया गिनी,غينيا الجديدة,گینه نو,نیو گنی,גינאה החדשה
island,Q36117,67282,Borneo,-1,114,ボルネオ島,Borneo,婆罗洲,보르네오,Bornéo,Borneo,Isla de Borneo,Bornéu,Borneo,Borneo,Borneo,Борнео,Борнео,Borneó,Borneo,Borneo,Βόρνεο,Kalimantan,Borneo,บอร์เนียว,বোর্নিও,बोर्नियो,بورنيو,بورنئو,بورنیو,בורנאו
island,Q1019,28651,Madagascar,-20,47,マダガスカル,Madagascar,馬達加斯加,마다가스카르,Madagascar,Madagaskar,Madagascar,Madagáscar,Madagascar,Madagaskar,Madagaskar,Мадагаскар,Мадагаскар,Madagaszkár,Madagaskar,Madagaskar,Μαδαγασκάρη,Madagaskar,Madagascar,ประเทศมาดากัสการ์,মাদাগাস্কার,मेडागास्कर,مدغشقر,ماداگاسکار,مڈغاسکر,מדגסקר
island,Q81178,146280,Baffin Island,69,-73,バフィン島,Baffin Island,巴芬島,배핀섬,île de Baffin,Baffininsel,isla de Baffin,Ilha de Baffin,Isola di Baffin,Baffineiland,Ziemia Baffina,Баффинова Земля,Баффінова Земля,Baffin-sziget,Baffinön,Baffin Adası,Γη του Μπάφιν,Pulau Baffin,Đảo Baffin,เกาะแบฟฟิน,ব্যাফিন দ্বীপ,बैफ़िन द्वीप,بافين,جزیره بافین,جزیرہ بفین,באפין
island,Q3492,45016,Sumatra,-0.298888888888889,101.270830555556,スマトラ島,Sumatra,蘇門答臘,수마트라섬,Sumatra,Sumatra,Sumatra,Sumatra,Sumatra,Sumatra,Sumatra,Суматра,Суматра,Szumátra,Sumatra,Sumatra,Σουμάτρα,Sumatera,Sumatra,เกาะสุมาตรา,সুমাত্রা,सुमात्रा,سومطرة,سوماترا,سماٹرا,סומטרה
